123		B		4840		465
124		B		4880		386
125		P		5040		1129
126		B		4960		493
127		B		5000		510
128		P		5160		1204
129		B		5080		546
130		B		5120		496
131		I		5280		4458
132		B		5200		612
133		B		5240		514
134		P		5400		1063
135		B		5320		527
136		B		5360		518
137		P		5520		1220
138		B		5440		512
139		B		5480		552
140		P		5640		1218
141		B		5560		436
142		B		5600		433
143		I		5760		4300
144		B		5680		591
145		B		5720		545
146		P		5880		1119
147		B		5800		478
148		B		5840		534
149		P		6000		1147
150		B		5920		472
151		B		5960		445
152		P		6120		1326
153		B		6040		538
154		B		6080		513
155		I		6240		4162
156		B		6160		504
157		B		6200		498
158		P		6360		1112
159		B		6280		447
160		B		6320		455
161		P		6480		1364
162		B		6400		541
163		B		6440		617
164		P		6600		1345
165		B		6520		567
166		B		6560		508
167		I		6720		4116
168		B		6640		500
169		B		6680		503
170		P		6840		1159
171		B		6760		530
172		B		6800		554
173		P		6960		1275
174		B		6880		604
175		B		6920		616
176		P		7080		1385
177		B		7000		576
178		B		7040		624
179		I		7200		4056
180		B		7120		592
181		B		7160		586
182		P		7320		1415
183		B		7240		469
184		B		7280		490
185		P		7440		1300
186		B		7360		483
187		B		7400		482
188		P		7560		1263
189		B		7480		500
190		B		7520		424
191		I		7680		4031
192		B		7600		559
193		B		7640		644
194		P		7800		1207
195		B		7720		459
196		B		7760		453
197		P		7920		1311
198		B		7840		443
199		B		7880		437
200		P		8040		1283
201		B		7960		524
202		B		8000		530
203		I		8160		3710
204		B		8080		582
205		B		8120		535
206		P		8280		1159
207		B		8200		553
208		B		8240		438
209		P		8400		1165
210		B		8320		372
211		B		8360		363
212		P		8520		1391
213		B		8440		468
214		B		8480		529
215		I		8640		3643
216		B		8560		556
217		B		8600		538
218		P		8760		1135
219		B		8680		472
220		B		8720		463
221		P		8880		1307
222		B		8800		569
223		B		8840		475
224		P		9000		1381
225		B		8920		516
226		B		8960		556
227		I		9120		3598
228		B		9040		677
229		B		9080		503
230		P		9240		1377
231		B		9160		425
232		B		9200		503
233		P		9360		1334
234		B		9280		552
235		B		9320		560
236		P		9480		1285
237		B		9400		562
238		B		9440		471
239		I		9600		3801
240		B		9520		537
241		B		9560		531
242		P		9720		1389
243		B		9640		498
244		B		9680		454
245		P		9840		1396
246		B		9760		499
247		B		9800		438
248		P		9960		1214
249		B		9880		412
250		B		9920		421
251		I		10080		3884
252		B		10000		502
253		B		10040		499
254		P		10200		1026
255		B		10120		427
256		B		10160		358
257		P		10320		1106
258		B		10240		356
259		B		10280		313
260		P		10440		1088
261		B		10360		262
262		B		10400		291
263		I		10560		3743
264		B		10480		339
265		B		10520		277
266		P		10680		919
267		B		10600		261
268		B		10640		324
269		P		10800		1101
270		B		10720		365
271		B		10760		339
272		P		10920		1094
273		B		10840		419
274		B		10880		484
275		I		11040		3368
276		B		10960		539
277		B		11000		483
278		P		11160		1218
279		B		11080		431
280		B		11120		509
281		P		11280		1362
282		B		11200		578
283		B		11240		590
284		P		11400		1477
285		B		11320		630
286		B		11360		586
287		I		11520		3455
288		B		11440		639
289		B		11480		596
290		P		11640		1186
291		B		11560		536
292		B		11600		564
293		P		11760		1088
294		B		11680		600
295		B		11720		555
296		P		11880		1095
297		B		11800		517
298		B		11840		542
299		I		12000		2920
300		B		11920		579
301		B		11960		539
302		P		12120		1041
303		B		12040		488
304		B		12080		508
305		P		12240		1058
306		B		12160		496
307		B		12200		475
308		P		12360		1276
309		B		12280		580
310		B		12320		522
311		I		12480		2604
312		B		12400		553
313		B		12440		522
314		P		12600		1197
315		B		12520		494
316		B		12560		577
317		P		12720		1275
318		B		12640		579
319		B		12680		581
320		P		12840		1284
321		B		12760		628
322		B		12800		621
323		I		12960		2655
324		B		12880		734
325		B		12920		626
326		P		13080		1021
327		B		13000		498
328		B		13040		597
329		P		13200		1107
330		B		13120		566
331		B		13160		548
332		P		13320		1130
333		B		13240		574
334		B		13280		628
335		I		13440		2410
336		B		13360		619
337		B		13400		560
338		P		13560		1049
339		B		13480		403
340		B		13520		562
341		P		13680		1127
342		B		13600		436
343		B		13640		551
344		P		13800		1238
345		B		13720		403
346		B		13760		534
347		I		13920		3411
348		B		13840		542
349		B		13880		542
350		P		14040		888
351		B		13960		576
352		B		14000		437
353		P		14160		989
354		B		14080		598
355		B		14120		429
356		P		14280		1068
357		B		14200		482
358		B		14240		460
359		I		14400		3527
360		B		14320		509
361		B		14360		548
362		P		14520		923
363		B		14440		411
364		B		14480		402
365		P		14640		1043
366		B		14560		497
367		B		14600		388
368		P		14760		1166
369		B		14680		445
370		B		14720		459
371		I		14880		3586
372		B		14800		423
373		B		14840		420
374		P		15000		1114
375		B		14920		448
376		B		14960		433
377		P		15120		1281
378		B		15040		498
379		B		15080		519
380		P		15240		1443
381		B		15160		518
382		B		15200		535
383		I		15360		3984
384		B		15280		511
385		B		15320		516
386		P		15480		1323
387		B		15400		608
388		B		15440		580
389		P		15600		1341
390		B		15520		650
391		B		15560		625
392		P		15720		1329
393		B		15640		675
394		B		15680		620
395		I		15840		4079
396		B		15760		625
397		B		15800		618
398		P		15960		1146
399		B		15880		551
400		B		15920		576
401		P		16080		1328
402		B		16000		565
403		B		16040		621
404		P		16200		1324
405		B		16120		729
406		B		16160		572
407		I		16320		4164
408		B		16240		675
409		B		16280		257
410		P		16440		719
411		B		16360		236
412		B		16400		249
413		P		16560		962
414		B		16480		269
415		B		16520		334
416		P		16680		832
417		B		16600		220
418		B		16640		178
419		I		16800		4342
420		B		16720		74
421		B		16760		90
422		P		16920		918
423		B		16840		129
424		B		16880		130
425		P		17040		562
426		B		16960		128
427		B		17000		165
428		P		17160		509
429		B		17080		98
430		B		17120		107
431		I		17280		4362
432		B		17200		98
433		B		17240		95
434		P		17400		882
435		B		17320		130
436		B		17360		143
437		P		17520		959
438		B		17440		176
439		B		17480		227
440		P		17640		1011
441		B		17560		361
442		B		17600		514
443		I		17760		4200
444		B		17680		493
445		B		17720		522
446		P		17880		1029
447		B		17800		350
448		B		17840		386
449		P		18000		1023
450		B		17920		307
451		B		17960		269
452		P		18120		874
453		B		18040		145
454		B		18080		163
455		I		18240		4343
456		B		18160		92
457		B		18200		126
458		P		18360		489
459		B		18280		102
460		B		18320		144
461		P		18480		783
462		B		18400		194
463		B		18440		196
464		P		18600		681
465		B		18520		162
466		B		18560		167
467		I		18720		4388
468		B		18640		116
469		B		18680		119
470		P		18840		567
471		B		18760		119
472		B		18800		109
473		P		18960		1009
474		B		18880		223
475		B		18920		220
476		P		19080		1203
477		B		19000		369
478		B		19040		362
479		I		19200		4155
480		B		19120		423
481		B		19160		544
482		P		19320		1013
483		B		19240		492
484		B		19280		352
485		P		19440		943
486		B		19360		569
487		B		19400		551
488		P		19560		1117
489		B		19480		493
490		B		19520		561
491		I		19680		3838
492		B		19600		607
493		B		19640		477
494		P		19800		878
495		B		19720		362
496		B		19760		409
497		P		19920		1013
498		B		19840		459
499		B		19880		467
500		P		20040		1009
501		B		19960		499
502		B		20000		564
503		I		20160		3799
504		B		20080		518
505		B		20120		593
506		P		20280		945
507		B		20200		552
508		B		20240		447
509		P		20400		952
510		B		20320		391
511		B		20360		392
512		P		20520		965
513		B		20440		325
514		B		20480		330
515		I		20640		3785
516		B		20560		449
517		B		20600		457
518		P		20760		823
519		B		20680		361
520		B		20720		435
521		P		20880		945
522		B		20800		489
523		B		20840		418
524		P		21000		976
525		B		20920		370
526		B		20960		404
527		I		21120		3412
528		B		21040		460
529		B		21080		491
530		P		21240		934
531		B		21160		386
532		B		21200		409
533		P		21360		925
534		B		21280		383
535		B		21320		401
536		P		21480		922
537		B		21400		558
538		B		21440		392
539		I		21600		3435
540		B		21520		438
541		B		21560		426
542		P		21720		811
543		B		21640		279
544		B		21680		295
545		P		21840		905
546		B		21760		375
547		B		21800		384
548		P		21960		802
549		B		21880		390
550		B		21920		400
551		I		22080		3201
552		B		22000		308
553		B		22040		316
554		P		22200		761
555		B		22120		315
556		B		22160		331
557		P		22320		810
558		B		22240		272
559		B		22280		284
560		P		22440		823
561		B		22360		290
562		B		22400		286
563		I		22560		3279
564		B		22480		342
565		B		22520		322
566		P		22680		687
567		B		22600		255
568		B		22640		269
569		P		22800		869
570		B		22720		277
571		B		22760		249
572		P		22920		858
573		B		22840		326
574		B		22880		312
575		I		23040		3338
576		B		22960		273
577		B		23000		276
578		P		23160		714
579		B		23080		273
580		B		23120		245
581		P		23280		809
582		B		23200		301
583		B		23240		309
584		P		23400		836
585		B		23320		360
586		B		23360		334
587		I		23520		3589
588		B		23440		421
589		B		23480		387
590		P		23640		833
591		B		23560		332
592		B		23600		361
593		P		23760		732
594		B		23680		329
595		B		23720		358
596		P		23880		890
597		B		23800		377
598		B		23840		386
599		I		24000		3600
600		B		23920		423
601		B		23960		411
602		P		24120		953
603		B		24040		368
604		B		24080		432
605		P		24240		964
606		B		24160		459
607		B		24200		422
608		P		24360		957
609		B		24280		417
610		B		24320		381
611		I		24480		3847
612		B		24400		394
613		B		24440		410
614		P		24600		977
615		B		24520		387
616		B		24560		493
617		P		24720		1094
618		B		24640		498
619		B		24680		467
620		P		24840		1216
621		B		24760		421
622		B		24800		424
623		I		24960		4139
624		B		24880		587
625		B		24920		534
626		P		25080		984
627		B		25000		514
628		B		25040		556
629		P		25200		1229
630		B		25120		555
631		B		25160		516
632		P		25320		1225
633		B		25240		504
634		B		25280		455
635		I		25440		4183
636		B		25360		548
637		B		25400		537
638		P		25560		1012
639		B		25480		509
640		B		25520		503
641		P		25680		1085
642		B		25600		511
643		B		25640		534
644		P		25800		1177
645		B		25720		488
646		B		25760		462
647		I		25920		4334
648		B		25840		487
649		B		25880		444
650		P		26040		1002
651		B		25960		397
652		B		26000		461
653		P		26160		1126
654		B		26080		498
655		B		26120		572
656		P		26280		1123
657		B		26200		593
658		B		26240		568
659		I		26400		4337
660		B		26320		457
661		B		26360		455
662		P		26520		1048
663		B		26440		344
664		B		26480		387
665		P		26640		1061
666		B		26560		500
667		B		26600		564
668		P		26760		1166
669		B		26680		602
670		B		26720		645
671		I		26880		4387
672		B		26800		606
673		B		26840		571
674		P		27000		984
675		B		26920		490
676		B		26960		547
677		P		27120		2908
678		B		27040		658
679		B		27080		483
680		P		27240		1055
681		B		27160		251
682		B		27200		329
683		I		27360		4011
684		B		27280		217
685		B		27320		333
686		P		27480		731
687		B		27400		265
688		B		27440		205
689		P		27600		1171
690		B		27520		332
691		B		27560		380
692		P		27720		884
693		B		27640		342
694		B		27680		348
695		I		27840		3916
696		B		27760		383
697		B		27800		313
698		P		27960		1030
699		B		27880		324
700		B		27920		311
701		P		28080		1099
702		B		28000		560
703		B		28040		524
704		P		28200		1279
705		B		28120		605
706		B		28160		538
707		I		28320		3781
708		B		28240		597
709		B		28280		617
710		P		28440		1204
711		B		28360		558
712		B		28400		536
713		P		28560		1315
714		B		28480		542
715		B		28520		489
716		P		28680		1311
717		B		28600		553
718		B		28640		581
719		I		28800		3702
720		B		28720		518
721		B		28760		604
722		P		28920		1208
723		B		28840		503
724		B		28880		508
725		P		29040		1271
726		B		28960		601
727		B		29000		582
728		P		29160		1209
729		B		29080		573
730		B		29120		525
731		I		29280		3317
732		B		29200		607
733		B		29240		634
734		P		29400		1109
735		B		29320		560
736		B		29360		546
737		P		29520		1198
738		B		29440		631
739		B		29480		534
740		P		29640		1160
741		B		29560		573
742		B		29600		518
743		I		29760		3292
744		B		29680		596
745		B		29720		570
746		P		29880		1022
747		B		29800		540
748		B		29840		491
749		P		30000		1156
750		B		29920		493
751		B		29960		505
752		P		30120		1071
753		B		30040		411
754		B		30080		425
755		I		30240		3194
756		B		30160		361
757		B		30200		337
758		P		30360		942
759		B		30280		297
760		B		30320		294
761		P		30480		1115
762		B		30400		410
763		B		30440		396
764		P		30600		871
765		B		30520		479
766		B		30560		444
767		I		30720		3184
768		B		30640		413
769		B		30680		428
770		P		30840		677
771		B		30760		322
772		B		30800		291
773		P		30960		722
774		B		30880		292
775		B		30920		346
776		P		31080		795
777		B		31000		367
778		B		31040		412
779		I		31200		3131
780		B		31120		433
781		B		31160		478
782		P		31320		699
783		B		31240		398
784		B		31280		375
785		P		31440		713
786		B		31360		364
787		B		31400		344
788		P		31560		847
789		B		31480		361
790		B		31520		356
791		I		31680		3263
792		B		31600		358
793		B		31640		336
794		P		31800		757
795		B		31720		375
796		B		31760		413
797		P		31920		1013
798		B		31840		446
799		B		31880		466
800		P		32040		1073
801		B		31960		428
802		B		32000		413
803		I		32160		3376
804		B		32080		403
805		B		32120		400
806		P		32280		979
807		B		32200		412
808		B		32240		484
809		P		32400		903
810		B		32320		485
811		B		32360		491
812		P		32520		950
813		B		32440		443
814		B		32480		488
815		I		32640		3355
816		B		32560		454
817		B		32600		445
818		P		32760		800
819		B		32680		443
820		B		32720		431
821		P		32880		915
822		B		32800		360
823		B		32840		356
824		P		33000		971
825		B		32920		368
826		B		32960		398
827		I		33120		3246
828		B		33040		405
829		B		33080		423
830		P		33240		772
831		B		33160		347
832		B		33200		327
833		P		33360		752
834		B		33280		351
835		B		33320		339
836		P		33480		851
837		B		33400		359
838		B		33440		358
839		I		33600		3474
840		B		33520		407
841		B		33560		406
842		P		33720		808
843		B		33640		312
844		B		33680		312
845		P		33840		825
846		B		33760		364
847		B		33800		390
848		P		33960		1008
849		B		33880		418
850		B		33920		453
851		I		34080		3555
852		B		34000		473
853		B		34040		464
854		P		34200		892
855		B		34120		483
856		B		34160		462
857		P		34320		851
858		B		34240		408
859		B		34280		404
860		P		34440		781
861		B		34360		357
862		B		34400		415
863		I		34560		5088
864		B		34480		523
865		B		34520		662
866		P		34680		234
867		B		34600		127
868		B		34640		79
869		P		34800		483
870		B		34720		82
871		B		34760		96
872		P		34920		487
873		B		34840		92
874		B		34880		123
875		I		35040		5174
876		B		34960		111
877		B		35000		99
878		P		35160		443
879		B		35080		110
880		B		35120		132
881		P		35280		808
882		B		35200		141
883		B		35240		126
884		P		35400		1047
885		B		35320		188
886		B		35360		176
887		I		35520		5255
888		B		35440		133
889		B		35480		132
890		P		35640		355
891		B		35560		120
892		B		35600		103
893		P		35760		678
894		B		35680		160
895		B		35720		137
896		P		35880		1733
897		B		35800		372
898		B		35840		471
899		I		36000		5214
900		B		35920		346
901		B		35960		455
902		P		36120		1204
903		B		36040		1033
904		B		36080		835
905		P		36240		1036
906		B		36160		814
907		B		36200		1020
908		P		36360		1213
909		B		36280		942
910		B		36320		790
911		I		36480		4484
912		B		36400		1030
913		B		36440		542
914		P		36600		1497
915		B		36520		558
916		B		36560		698
917		P		36720		1158
918		B		36640		742
919		B		36680		696
920		P		36840		1066
921		B		36760		681
922		B		36800		611
923		I		36960		2865
924		B		36880		580
925		B		36920		527
926		P		37080		1018
927		B		37000		666
928		B		37040		606
929		P		37200		1040
930		B		37120		555
931		B		37160		573
932		P		37320		1162
933		B		37240		592
934		B		37280		661
935		I		37440		2343
936		B		37360		619
937		B		37400		685
938		P		37560		1096
939		B		37480		629
940		B		37520		687
941		P		37680		1113
942		B		37600		788
943		B		37640		719
944		P		37800		1079
945		B		37720		661
946		B		37760		609
947		I		37920		2062
948		B		37840		556
949		B		37880		494
950		P		38040		2097
951		B		37960		732
952		B		38000		950
953		P		38160		2066
954		B		38080		1075
955		B		38120		1128
956		P		38280		1837
957		B		38200		1112
958		B		38240		955
959		I		38400		3722
960		B		38320		992
961		B		38360		992
962		P		38520		1304
963		B		38440		559
964		B		38480		593
965		P		38640		1389
966		B		38560		582
967		B		38600		672
968		P		38760		1463
969		B		38680		641
970		B		38720		492
971		I		38880		4199
972		B		38800		625
973		B		38840		307
974		P		39000		838
975		B		38920		368
976		B		38960		296
977		P		39120		1144
978		B		39040		339
979		B		39080		411
980		P		39240		3556
981		B		39160		1234
982		B		39200		239
983		I		39360		5357
984		B		39280		164
985		B		39320		118
986		P		39480		1438
987		B		39400		245
988		B		39440		258
989		P		39600		1509
990		B		39520		478
991		B		39560		595
992		P		39720		1293
993		B		39640		670
994		B		39680		894
995		I		39840		5207
996		B		39760		673
997		B		39800		622
998		P		39960		1502
999		B		39880		652
1000		B		39920		586
1001		P		40080		1346
1002		B		40000		779
1003		B		40040		651
1004		P		40200		1405
1005		B		40120		757
1006		B		40160		681
1007		I		40320		4598
1008		B		40240		649
1009		B		40280		676
1010		P		40440		1332
1011		B		40360		641
1012		B		40400		613
1013		P		40560		1338
1014		B		40480		731
1015		B		40520		678
1016		P		40680		1433
1017		B		40600		712
1018		B		40640		647
1019		I		40800		3726
1020		B		40720		733
1021		B		40760		652
1022		P		40920		1216
1023		B		40840		553
1024		B		40880		483
1025		P		41040		1132
1026		B		40960		526
1027		B		41000		582
1028		P		41160		1062
1029		B		41080		522
1030		B		41120		583
1031		I		41280		3399
1032		B		41200		583
1033		B		41240		582
1034		P		41400		1173
1035		B		41320		548
1036		B		41360		499
1037		P		41520		1207
1038		B		41440		503
1039		B		41480		512
1040		P		41640		1272
1041		B		41560		492
1042		B		41600		506
1043		I		41760		3703
1044		B		41680		583
1045		B		41720		600
1046		P		41880		1110
1047		B		41800		508
1048		B		41840		515
1049		P		42000		1141
1050		B		41920		588
1051		B		41960		509
1052		P		42120		1139
1053		B		42040		487
1054		B		42080		495
1055		I		42240		3723
1056		B		42160		481
1057		B		42200		594
1058		P		42360		1092
1059		B		42280		504
1060		B		42320		495
1061		P		42480		1230
1062		B		42400		452
1063		B		42440		529
1064		P		42600		1267
1065		B		42520		503
1066		B		42560		492
1067		I		42720		3673
1068		B		42640		468
1069		B		42680		557
1070		P		42840		1065
1071		B		42760		583
1072		B		42800		465
1073		P		42960		829
1074		B		42880		702
1075		B		42920		592
1076		P		43080		1158
1077		B		43000		585
1078		B		43040		552
1079		I		43200		3309
1080		B		43120		450
1081		B		43160		433
1082		P		43320		757
1083		B		43240		384
1084		B		43280		353
1085		P		43440		1113
1086		B		43360		448
1087		B		43400		486
1088		P		43560		987
1089		B		43480		512
1090		B		43520		659
1091		I		43680		2790
1092		B		43600		696
1093		B		43640		601
1094		P		43800		762
1095		B		43720		480
1096		B		43760		446
1097		P		43920		796
1098		B		43840		435
1099		B		43880		415
1100		P		44040		774
1101		B		43960		435
1102		B		44000		398
1103		I		44160		2421
1104		B		44080		429
1105		B		44120		437
1106		P		44280		747
1107		B		44200		446
1108		B		44240		419
1109		P		44400		791
1110		B		44320		503
1111		B		44360		447
1112		P		44520		914
1113		B		44440		548
1114		B		44480		452
1115		I		44640		2660
1116		B		44560		538
1117		B		44600		533
1118		P		44760		1009
1119		B		44680		522
1120		B		44720		550
1121		P		44880		1016
1122		B		44800		563
1123		B		44840		535
1124		P		45000		853
1125		B		44920		576
1126		B		44960		586
1127		I		45120		2437
1128		B		45040		572
1129		B		45080		568
1130		P		45240		938
1131		B		45160		526
1132		B		45200		577
1133		P		45360		1123
1134		B		45280		608
1135		B		45320		680
1136		P		45480		1101
1137		B		45400		656
1138		B		45440		644
1139		I		45600		2015
1140		B		45520		630
1141		B		45560		632
1142		P		45720		1231
1143		B		45640		642
1144		B		45680		703
1145		P		45840		1111
1146		B		45760		615
1147		B		45800		570
1148		P		45960		1147
1149		B		45880		518
1150		B		45920		522
1151		I		46080		2729
1152		B		46000		541
1153		B		46040		549
1154		P		46200		1070
1155		B		46120		526
1156		B		46160		557
1157		P		46320		1181
1158		B		46240		620
1159		B		46280		631
1160		P		46440		1313
1161		B		46360		739
1162		B		46400		704
1163		I		46560		3587
1164		B		46480		673
1165		B		46520		645
1166		P		46680		1210
1167		B		46600		527
1168		B		46640		458
1169		P		46800		1397
1170		B		46720		507
1171		B		46760		652
1172		P		46920		1419
1173		B		46840		596
1174		B		46880		620
1175		I		47040		4158
1176		B		46960		802
1177		B		47000		735
1178		P		47160		1343
1179		B		47080		580
1180		B		47120		603
1181		P		47280		1186
1182		B		47200		753
1183		B		47240		576
1184		P		47400		1478
1185		B		47320		675
1186		B		47360		573
1187		I		47520		4187
1188		B		47440		258
1189		B		47480		259
1190		P		47640		1295
1191		B		47560		342
1192		B		47600		314
1193		P		47760		1064
1194		B		47680		210
1195		B		47720		199
1196		P		47880		1121
1197		B		47800		232
1198		B		47840		243
1199		I		48000		4246
1200		B		47920		185
1201		B		47960		227
1202		P		48120		2816
1203		B		48040		302
1204		B		48080		751
1205		P		48240		900
1206		B		48160		591
1207		B		48200		755
1208		P		48360		1341
1209		B		48280		407
1210		B		48320		620
1211		I		48480		3760
1212		B		48400		407
1213		B		48440		416
1214		P		48600		1135
1215		B		48520		309
1216		B		48560		385
1217		P		48720		1196
1218		B		48640		472
1219		B		48680		705
1220		P		48840		1119
1221		B		48760		456
1222		B		48800		406
1223		I		48960		3742
1224		B		48880		598
1225		B		48920		399
1226		P		49080		1003
1227		B		49000		310
1228		B		49040		340
1229		P		49200		893
1230		B		49120		430
1231		B		49160		478
1232		P		49320		1027
1233		B		49240		425
1234		B		49280		348
1235		I		49440		3160
1236		B		49360		495
1237		B		49400		371
1238		P		49560		761
1239		B		49480		418
1240		B		49520		278
1241		P		49680		778
1242		B		49600		330
1243		B		49640		358
1244		P		49800		719
1245		B		49720		356
1246		B		49760		308
1247		I		49920		2765
1248		B		49840		387
1249		B		49880		384
1250		P		50040		630
1251		B		49960		319
1252		B		50000		325
1253		P		50160		715
1254		B		50080		281
1255		B		50120		280
1256		P		50280		734
1257		B		50200		295
1258		B		50240		276
1259		I		50400		2570
1260		B		50320		357
1261		B		50360		363
1262		P		50520		582
1263		B		50440		296
1264		B		50480		282
1265		P		50640		673
1266		B		50560		357
1267		B		50600		342
1268		P		50760		828
1269		B		50680		369
1270		B		50720		390
1271		I		50880		2723
1272		B		50800		437
1273		B		50840		381
1274		P		51000		872
1275		B		50920		339
1276		B		50960		365
1277		P		51120		994
1278		B		51040		438
1279		B		51080		481
1280		P		51240		1072
1281		B		51160		537
1282		B		51200		557
1283		I		51360		3386
1284		B		51280		561
1285		B		51320		573
1286		P		51480		1444
1287		B		51400		592
1288		B		51440		596
1289		P		51600		1640
1290		B		51520		716
1291		B		51560		684
1292		P		51720		1674
1293		B		51640		752
1294		B		51680		783
1295		I		51840		3907
1296		B		51760		750
1297		B		51800		742
1298		P		51960		1516
1299		B		51880		773
1300		B		51920		652
1301		P		52080		1462
1302		B		52000		674
1303		B		52040		591
1304		P		52200		1347
1305		B		52120		603
1306		B		52160		583
1307		I		52320		3349
1308		B		52240		609
1309		B		52280		599
1310		P		52440		1345
1311		B		52360		549
1312		B		52400		563
1313		P		52560		1557
1314		B		52480		706
1315		B		52520		619
1316		P		52680		1443
1317		B		52600		695
1318		B		52640		607
1319		I		52800		4051
1320		B		52720		661
1321		B		52760		630
1322		P		52920		1757
1323		B		52840		695
1324		B		52880		694
1325		P		53040		1610
1326		B		52960		723
1327		B		53000		746
1328		P		53160		1597
1329		B		53080		737
1330		B		53120		762
1331		I		53280		4121
1332		B		53200		766
1333		B		53240		754
1334		P		53400		1488
1335		B		53320		636
1336		B		53360		666
1337		P		53520		1288
1338		B		53440		686
1339		B		53480		747
1340		P		53640		1337
1341		B		53560		729
1342		B		53600		737
1343		I		53760		3818
1344		B		53680		757
1345		B		53720		820
1346		P		53880		1377
1347		B		53800		779
1348		B		53840		677
1349		P		54000		1411
1350		B		53920		851
1351		B		53960		772
1352		P		54120		1518
1353		B		54040		821
1354		B		54080		767
1355		I		54240		4433
1356		B		54160		836
1357		B		54200		873
1358		P		54360		1463
1359		B		54280		804
1360		B		54320		755
1361		P		54480		1371
1362		B		54400		919
1363		B		54440		915
1364		P		54600		1686
1365		B		54520		541
1366		B		54560		445
1367		I		54720		4625
1368		B		54640		384
1369		B		54680		411
1370		P		54840		1525
1371		B		54760		407
1372		B		54800		490
1373		P		54960		1634
1374		B		54880		699
1375		B		54920		777
1376		P		55080		1724
1377		B		55000		615
1378		B		55040		592
1379		I		55200		4779
1380		B		55120		651
1381		B		55160		531
1382		P		55320		1667
1383		B		55240		475
1384		B		55280		530
1385		P		55440		1610
1386		B		55360		755
1387		B		55400		751
1388		P		55560		1540
1389		B		55480		808
1390		B		55520		807
1391		I		55680		4684
1392		B		55600		829
1393		B		55640		773
1394		P		55800		1302
1395		B		55720		728
1396		B		55760		859
1397		P		55920		1443
1398		B		55840		666
1399		B		55880		857
1400		P		56040		1141
1401		B		55960		740
1402		B		56000		860
1403		I		56160		4572
1404		B		56080		814
1405		B		56120		865
1406		P		56280		723
1407		B		56200		809
1408		B		56240		802
1409		P		56400		1571
1410		B		56320		668
1411		B		56360		566
1412		P		56520		1752
1413		B		56440		650
1414		B		56480		625
1415		I		56640		4645
1416		B		56560		546
1417		B		56600		609
1418		P		56760		1516
1419		B		56680		690
1420		B		56720		620
1421		P		56880		1629
1422		B		56800		822
1423		B		56840		745
1424		P		57000		1327
1425		B		56920		1004
1426		B		56960		901
1427		I		57120		4718
1428		B		57040		908
1429		B		57080		801
1430		P		57240		1528
1431		B		57160		665
1432		B		57200		673
1433		P		57360		1502
1434		B		57280		588
1435		B		57320		650
1436		P		57480		1909
1437		B		57400		866
1438		B		57440		990
1439		I		57600		4204
1440		B		57520		966
1441		B		57560		925
1442		P		57720		1538
1443		B		57640		920
1444		B		57680		749
1445		P		57840		1638
1446		B		57760		694
1447		B		57800		731
1448		P		57960		1568
1449		B		57880		828
1450		B		57920		793
1451		I		58080		3738
1452		B		58000		772
1453		B		58040		817
1454		P		58200		1422
1455		B		58120		780
1456		B		58160		716
1457		P		58320		1572
1458		B		58240		780
1459		B		58280		713
1460		P		58440		1633
1461		B		58360		760
1462		B		58400		710
1463		I		58560		4078
1464		B		58480		745
